,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
411,DUSKUSDT,AAVEUSDT,0.04,-3.39,-3.37,0.0,5
871,SUNUSDT,FTMUSDT,0.01,-4.1,-3.37,0.02,5
879,SUNUSDT,MATICUSDT,0.02,-3.71,-3.37,0.01,5
380,CKBUSDT,LINKUSDT,0.01,-3.91,-3.37,0.0,5
885,SWEATUSDT,AXSUSDT,0.03,-3.48,-3.37,0.0,5
886,SWEATUSDT,BCHUSDT,0.03,-3.49,-3.37,0.0,5
366,CKBUSDT,ILVUSDT,0.0,-4.39,-3.37,0.0,5
770,SNXUSDT,AAVEUSDT,0.02,-3.62,-3.37,0.03,5
532,REQUSDT,CELRUSDT,0.01,-3.79,-3.37,7.84,5
347,CKBUSDT,ETHUSDT,0.0,-4.67,-3.37,0.0,5
707,SFPUSDT,RNDRUSDT,0.02,-3.66,-3.37,0.87,5
666,SCUSDT,JASMYUSDT,0.02,-3.69,-3.37,0.61,5
618,SANDUSDT,RSS3USDT,0.02,-3.71,-3.37,4.93,5
617,SANDUSDT,ROSEUSDT,0.0,-4.37,-3.37,13.36,5
604,SANDUSDT,GMTUSDT,0.01,-3.93,-3.37,1.52,5
603,SANDUSDT,GALUSDT,0.01,-3.91,-3.37,0.42,5
696,SFPUSDT,CRVUSDT,0.03,-3.59,-3.37,0.6,5
594,SANDUSDT,ARUSDT,0.03,-3.47,-3.37,0.07,5
588,RUNEUSDT,NEOUSDT,0.0,-4.43,-3.37,0.22,5
538,REQUSDT,HNTUSDT,0.03,-3.48,-3.37,0.04,5
587,RUNEUSDT,NEARUSDT,0.02,-3.73,-3.37,0.83,5
730,SHIB1000USDT,BANDUSDT,0.04,-3.41,-3.37,0.01,5
560,RUNEUSDT,ALGOUSDT,0.0,-4.73,-3.37,7.33,5
558,RUNEUSDT,AGLDUSDT,0.0,-4.53,-3.37,5.31,5
547,REQUSDT,SXPUSDT,0.03,-3.5,-3.37,0.39,5
743,SHIB1000USDT,CRVUSDT,0.02,-3.62,-3.37,0.01,5
539,REQUSDT,KSMUSDT,0.03,-3.49,-3.37,0.0,5
352,CKBUSDT,FLOWUSDT,0.0,-4.42,-3.37,0.0,5
613,SANDUSDT,LRCUSDT,0.03,-3.49,-3.37,2.41,5
345,CKBUSDT,EOSUSDT,0.01,-3.79,-3.37,0.0,5
312,CKBUSDT,BCHUSDT,0.0,-4.58,-3.37,0.0,5
926,SXPUSDT,FLOWUSDT,0.01,-3.95,-3.37,0.27,5
346,CKBUSDT,ETCUSDT,0.02,-3.64,-3.37,0.0,5
251,BITUSDT,MASKUSDT,0.03,-3.53,-3.37,0.22,4
327,CKBUSDT,COMPUSDT,0.0,-4.46,-3.37,0.0,4
320,CKBUSDT,BTCUSDT,0.0,-4.82,-3.37,0.0,4
310,CKBUSDT,BANDUSDT,0.01,-3.97,-3.37,0.0,4
249,BITUSDT,CTKUSDT,0.02,-3.76,-3.37,0.77,4
110,ADAUSDT,ALICEUSDT,0.0,-4.37,-3.37,0.25,4
171,ADAUSDT,ICPUSDT,0.04,-3.45,-3.37,0.07,4
394,CKBUSDT,OGNUSDT,0.0,-4.2,-3.37,0.03,4
391,CKBUSDT,NEARUSDT,0.0,-4.59,-3.37,0.0,4
324,CKBUSDT,CELRUSDT,0.0,-4.64,-3.37,0.26,4
253,BITUSDT,ZECUSDT,0.02,-3.75,-3.37,0.01,4
125,ADAUSDT,BCHUSDT,0.01,-3.78,-3.37,0.0,4
250,BITUSDT,DUSKUSDT,0.01,-3.86,-3.37,6.16,4
1218,ZILUSDT,KNCUSDT,0.04,-3.45,-3.37,0.04,4
252,BITUSDT,TWTUSDT,0.0,-4.17,-3.37,0.4,4
363,CKBUSDT,HOTUSDT,0.0,-4.51,-3.37,1.86,4
359,CKBUSDT,GRTUSDT,0.0,-4.12,-3.37,0.04,4
364,CKBUSDT,ICPUSDT,0.0,-4.28,-3.37,0.0,4
771,SNXUSDT,ACHUSDT,0.0,-4.9,-3.37,220.3,3
1150,WAVESUSDT,IOTAUSDT,0.02,-3.62,-3.37,9.26,3
1152,WAVESUSDT,KDAUSDT,0.0,-4.85,-3.37,1.81,3
1095,USDCUSDT,APTUSDT,0.04,-3.38,-3.37,0.16,3
1153,WAVESUSDT,LINAUSDT,0.02,-3.64,-3.37,307.22,3
1158,WAVESUSDT,REEFUSDT,0.0,-4.48,-3.37,668.2,3
1138,WAVESUSDT,BLZUSDT,0.03,-3.57,-3.37,30.72,3
115,ADAUSDT,APTUSDT,0.04,-3.47,-3.37,0.05,3
1124,USDCUSDT,QNTUSDT,0.01,-3.98,-3.37,0.01,3
1159,WAVESUSDT,RSRUSDT,0.02,-3.68,-3.37,512.88,3
557,RUNEUSDT,ACHUSDT,0.0,-4.29,-3.37,181.57,3
1126,USDCUSDT,RSRUSDT,0.04,-3.47,-3.37,280.81,3
82,1000XECUSDT,IOTAUSDT,0.0,-4.17,-3.37,0.14,3
76,1000XECUSDT,FTMUSDT,0.01,-3.78,-3.37,0.1,3
493,LTCUSDT,IMXUSDT,0.04,-3.47,-3.37,162.79,3
950,TRBUSDT,APTUSDT,0.0,-4.45,-3.37,2.23,3
819,SNXUSDT,MANAUSDT,0.0,-4.69,-3.37,3.87,3
1002,TRBUSDT,OPUSDT,0.01,-3.88,-3.37,9.66,3
1149,WAVESUSDT,ICXUSDT,0.01,-3.83,-3.37,10.64,3
1139,WAVESUSDT,BOBAUSDT,0.03,-3.55,-3.37,9.44,3
481,LTCUSDT,BAKEUSDT,0.04,-3.41,-3.37,535.31,3
1116,USDCUSDT,LINAUSDT,0.04,-3.46,-3.37,168.31,3
759,SHIB1000USDT,HNTUSDT,0.01,-3.85,-3.37,0.0,3
1136,WAVESUSDT,ALGOUSDT,0.02,-3.74,-3.37,8.54,3
531,REQUSDT,APTUSDT,0.03,-3.47,-3.37,0.01,3
1135,WAVESUSDT,ACHUSDT,0.01,-3.99,-3.37,211.32,3
1111,USDCUSDT,HNTUSDT,0.03,-3.51,-3.37,0.42,3
1110,USDCUSDT,GRTUSDT,0.02,-3.71,-3.37,13.3,3
1109,USDCUSDT,GALUSDT,0.04,-3.39,-3.37,0.74,3
1146,WAVESUSDT,GLMRUSDT,0.02,-3.67,-3.37,5.08,3
562,RUNEUSDT,ASTRUSDT,0.04,-3.4,-3.37,36.83,3
1106,USDCUSDT,ETHWUSDT,0.01,-3.88,-3.37,0.28,3
985,TRBUSDT,HNTUSDT,0.0,-4.55,-3.37,6.0,3
1104,USDCUSDT,DGBUSDT,0.02,-3.64,-3.37,108.55,3
799,SNXUSDT,FLMUSDT,0.04,-3.44,-3.37,21.94,3
797,SNXUSDT,ETHWUSDT,0.0,-4.27,-3.37,0.54,3
1105,USDCUSDT,ENJUSDT,0.03,-3.52,-3.37,3.19,3
31,10000NFTUSDT,ICPUSDT,0.01,-3.79,-3.37,0.0,3
195,ADAUSDT,NEARUSDT,0.02,-3.75,-3.37,0.18,3
30,10000NFTUSDT,HNTUSDT,0.0,-4.91,-3.37,0.0,3
606,SANDUSDT,GTCUSDT,0.03,-3.58,-3.37,0.38,3
873,SUNUSDT,HNTUSDT,0.04,-3.38,-3.37,0.0,3
608,SANDUSDT,INJUSDT,0.04,-3.46,-3.37,0.38,3
183,ADAUSDT,KNCUSDT,0.03,-3.53,-3.37,0.54,3
610,SANDUSDT,KDAUSDT,0.0,-4.97,-3.37,0.57,3
20,10000NFTUSDT,ENJUSDT,0.0,-4.25,-3.37,0.01,3
674,SCUSDT,ONEUSDT,0.0,-4.18,-3.37,0.18,3
237,AVAXUSDT,PAXGUSDT,0.03,-3.56,-3.37,0.01,3
1055,TWTUSDT,ALICEUSDT,0.0,-4.84,-3.37,1.13,3
15,10000NFTUSDT,DARUSDT,0.0,-4.19,-3.37,0.03,3
14,10000NFTUSDT,CROUSDT,0.0,-4.27,-3.37,0.06,3
10,10000NFTUSDT,BELUSDT,0.04,-3.4,-3.37,0.01,3
660,SCUSDT,HNTUSDT,0.02,-3.74,-3.37,0.0,3
8,10000NFTUSDT,AXSUSDT,0.04,-3.44,-3.37,0.0,3
655,SCUSDT,FTMUSDT,0.01,-3.99,-3.37,0.01,3
907,SXPUSDT,APTUSDT,0.0,-4.49,-3.37,0.04,3
910,SXPUSDT,AXSUSDT,0.04,-3.44,-3.37,0.03,3
339,CKBUSDT,DOTUSDT,0.0,-4.4,-3.37,0.0,3
1076,UNIUSDT,DOTUSDT,0.04,-3.38,-3.37,1.15,3
860,SUNUSDT,BTCUSDT,0.0,-4.22,-3.37,0.0,3
35,10000NFTUSDT,MATICUSDT,0.02,-3.61,-3.37,0.0,3
1080,UNIUSDT,FTMUSDT,0.0,-4.37,-3.37,21.97,3
59,10000NFTUSDT,ZRXUSDT,0.0,-4.47,-3.37,0.02,3
722,SHIB1000USDT,APTUSDT,0.01,-3.82,-3.37,0.0,3
578,RUNEUSDT,FTMUSDT,0.0,-4.93,-3.37,5.65,3
583,RUNEUSDT,HNTUSDT,0.0,-4.13,-3.37,0.67,3
53,10000NFTUSDT,XEMUSDT,0.04,-3.47,-3.37,0.13,3
585,RUNEUSDT,KDAUSDT,0.03,-3.5,-3.37,1.55,3
50,10000NFTUSDT,TOMOUSDT,0.01,-4.01,-3.37,0.01,3
272,CELOUSDT,QNTUSDT,0.0,-5.52,-3.37,0.0,3
592,SANDUSDT,ALGOUSDT,0.04,-3.44,-3.37,2.68,3
41,10000NFTUSDT,RENUSDT,0.03,-3.51,-3.37,0.06,3
38,10000NFTUSDT,OPUSDT,0.01,-3.95,-3.37,0.0,3
596,SANDUSDT,BLZUSDT,0.02,-3.74,-3.37,9.65,3
37,10000NFTUSDT,ONEUSDT,0.0,-4.83,-3.37,0.3,3
36,10000NFTUSDT,NEARUSDT,0.01,-4.0,-3.37,0.0,3
169,ADAUSDT,HNTUSDT,0.02,-3.73,-3.37,0.14,3
298,CKBUSDT,ALPHAUSDT,0.0,-4.39,-3.37,0.03,2
307,CKBUSDT,AXSUSDT,0.0,-4.14,-3.37,0.0,2
323,CKBUSDT,CELOUSDT,0.0,-4.34,-3.37,0.01,2
297,CKBUSDT,ALICEUSDT,0.0,-4.44,-3.37,0.0,2
304,CKBUSDT,ARUSDT,0.01,-3.98,-3.37,0.0,2
315,CKBUSDT,BITUSDT,0.0,-4.87,-3.37,0.0,2
349,CKBUSDT,FILUSDT,0.01,-3.87,-3.37,0.0,2
333,CKBUSDT,CVXUSDT,0.0,-4.48,-3.37,0.0,2
149,ADAUSDT,DOTUSDT,0.01,-3.77,-3.37,0.06,2
371,CKBUSDT,JASMYUSDT,0.0,-4.48,-3.37,0.72,2
377,CKBUSDT,KSMUSDT,0.0,-4.45,-3.37,0.0,2
365,CKBUSDT,ICXUSDT,0.0,-4.38,-3.37,0.02,2
330,CKBUSDT,CROUSDT,0.0,-4.62,-3.37,0.05,2
343,CKBUSDT,ENJUSDT,0.01,-4.09,-3.37,0.01,2
361,CKBUSDT,HBARUSDT,0.01,-3.95,-3.37,0.07,2
483,LTCUSDT,BITUSDT,0.04,-3.44,-3.37,52.71,2
376,CKBUSDT,KNCUSDT,0.0,-4.4,-3.37,0.01,2
1196,ZENUSDT,GMTUSDT,0.0,-4.25,-3.37,24.81,1
1192,ZENUSDT,COMPUSDT,0.0,-4.48,-3.37,0.23,1
692,SFPUSDT,APTUSDT,0.03,-3.53,-3.37,0.07,1
601,SANDUSDT,ENSUSDT,0.0,-4.13,-3.37,0.04,1
396,COMPUSDT,ACHUSDT,0.03,-3.5,-3.37,4783.34,1
397,COMPUSDT,ASTRUSDT,0.01,-3.92,-3.37,969.02,1
602,SANDUSDT,ETHWUSDT,0.0,-5.93,-3.37,0.16,1
1127,USDCUSDT,SNXUSDT,0.03,-3.59,-3.37,0.53,1
1063,UNIUSDT,AXSUSDT,0.0,-4.73,-3.37,0.75,1
386,CKBUSDT,MANAUSDT,0.0,-4.54,-3.37,0.01,1
164,ADAUSDT,GMTUSDT,0.03,-3.48,-3.37,0.86,1
846,STMXUSDT,ASTRUSDT,0.02,-3.66,-3.37,0.1,1
400,CRVUSDT,10000NFTUSDT,0.01,-3.8,-3.37,162.97,1
595,SANDUSDT,ASTRUSDT,0.0,-4.39,-3.37,13.45,1
963,TRBUSDT,CRVUSDT,0.0,-4.27,-3.37,19.67,1
401,CRVUSDT,1000LUNCUSDT,0.03,-3.59,-3.37,4.19,1
42,10000NFTUSDT,RNDRUSDT,0.02,-3.66,-3.37,0.01,1
700,SFPUSDT,GMTUSDT,0.04,-3.42,-3.37,1.12,1
597,SANDUSDT,BOBAUSDT,0.03,-3.57,-3.37,2.96,1
867,SUNUSDT,DOTUSDT,0.02,-3.68,-3.37,0.0,1
306,CKBUSDT,AVAXUSDT,0.0,-4.93,-3.37,0.0,1
864,SUNUSDT,CROUSDT,0.05,-3.37,-3.37,0.08,1
5,10000NFTUSDT,ALICEUSDT,0.0,-5.32,-3.37,0.0,1
658,SCUSDT,GMTUSDT,0.01,-3.92,-3.37,0.01,1
362,CKBUSDT,HNTUSDT,0.0,-4.5,-3.37,0.0,1
225,APTUSDT,ACHUSDT,0.03,-3.55,-3.37,709.6,1
626,SCRTUSDT,APTUSDT,0.04,-3.38,-3.37,0.11,1
224,APTUSDT,1INCHUSDT,0.02,-3.6,-3.37,13.64,1
223,APTUSDT,1000LUNCUSDT,0.04,-3.38,-3.37,35.95,1
1215,ZILUSDT,GMTUSDT,0.04,-3.46,-3.37,0.06,1
670,SCUSDT,KNCUSDT,0.03,-3.55,-3.37,0.0,1
1038,TRXUSDT,GMTUSDT,0.02,-3.59,-3.37,0.15,1
302,CKBUSDT,APTUSDT,0.0,-4.79,-3.37,0.0,1
190,ADAUSDT,MANAUSDT,0.03,-3.48,-3.37,0.67,1
612,SANDUSDT,LINAUSDT,0.01,-3.91,-3.37,96.42,1
676,SCUSDT,OPUSDT,0.0,-4.2,-3.37,0.0,1
238,AVAXUSDT,XRPUSDT,0.01,-3.85,-3.37,39.51,1
704,SFPUSDT,MANAUSDT,0.03,-3.58,-3.37,0.87,1
865,SUNUSDT,CRVUSDT,0.03,-3.53,-3.37,0.01,1
402,CRVUSDT,ACHUSDT,0.02,-3.74,-3.37,82.64,1
839,STGUSDT,1000BTTUSDT,0.0,-4.66,-3.37,603.4,1
705,SFPUSDT,OPUSDT,0.04,-3.44,-3.37,0.29,1
540,REQUSDT,ONEUSDT,0.01,-3.83,-3.37,6.56,1
1097,USDCUSDT,CELOUSDT,0.0,-4.45,-3.37,1.7,1
452,KNCUSDT,ACHUSDT,0.01,-3.92,-3.37,70.54,1
1100,USDCUSDT,CRVUSDT,0.03,-3.52,-3.37,1.39,1
1101,USDCUSDT,CVCUSDT,0.01,-3.99,-3.37,11.15,1
1102,USDCUSDT,CVXUSDT,0.02,-3.75,-3.37,0.27,1
796,SNXUSDT,ENSUSDT,0.01,-4.04,-3.37,0.15,1
534,REQUSDT,CRVUSDT,0.01,-3.84,-3.37,0.13,1
645,SCUSDT,COMPUSDT,0.01,-3.85,-3.37,0.0,1
1113,USDCUSDT,IMXUSDT,0.02,-3.65,-3.37,1.94,1
524,PEOPLEUSDT,APTUSDT,0.02,-3.73,-3.37,0.0,1
787,SNXUSDT,COMPUSDT,0.02,-3.74,-3.37,0.05,1
1115,USDCUSDT,KDAUSDT,0.04,-3.38,-3.37,0.99,1
1117,USDCUSDT,LOOKSUSDT,0.0,-4.38,-3.37,5.63,1
480,LTCUSDT,AVAXUSDT,0.03,-3.59,-3.37,5.68,1
510,MANAUSDT,ACHUSDT,0.04,-3.41,-3.37,55.54,1
482,LTCUSDT,BCHUSDT,0.01,-3.81,-3.37,0.73,1
1121,USDCUSDT,MANAUSDT,0.03,-3.54,-3.37,2.01,1
1134,USDCUSDT,YGGUSDT,0.01,-4.05,-3.37,4.65,1
501,LTCUSDT,STGUSDT,0.04,-3.4,-3.37,204.09,1
331,CKBUSDT,CRVUSDT,0.01,-3.88,-3.37,0.0,1
1000,TRBUSDT,ONEUSDT,0.0,-4.19,-3.37,983.09,1
236,AVAXUSDT,MINAUSDT,0.01,-4.0,-3.37,28.54,1
542,REQUSDT,RNDRUSDT,0.03,-3.55,-3.37,0.19,1
591,SANDUSDT,ACHUSDT,0.0,-4.58,-3.37,66.37,1
962,TRBUSDT,COMPUSDT,0.04,-3.39,-3.37,0.34,1
838,SOLUSDT,ZENUSDT,0.04,-3.46,-3.37,1.95,1
837,SOLUSDT,SUSHIUSDT,0.01,-4.05,-3.37,15.84,1
836,SOLUSDT,SNXUSDT,0.0,-4.59,-3.37,9.69,1
142,ADAUSDT,CRVUSDT,0.01,-4.11,-3.37,0.46,1
930,SXPUSDT,HNTUSDT,0.02,-3.6,-3.37,0.1,1
834,SOLUSDT,IOTXUSDT,0.04,-3.39,-3.37,701.04,1
833,SOLUSDT,ICPUSDT,0.01,-3.95,-3.37,4.04,1
831,SOLUSDT,GRTUSDT,0.03,-3.47,-3.37,244.84,1
828,SOLUSDT,CELUSDT,0.03,-3.51,-3.37,32.12,1
827,SOLUSDT,BOBAUSDT,0.04,-3.47,-3.37,95.05,1
826,SOLUSDT,BANDUSDT,0.01,-4.0,-3.37,10.81,1
825,SOLUSDT,ASTRUSDT,0.0,-5.31,-3.37,431.13,1
824,SOLUSDT,ALICEUSDT,0.02,-3.71,-3.37,13.9,1
823,SOLUSDT,ACHUSDT,0.04,-3.41,-3.37,2128.54,1
821,SNXUSDT,NEOUSDT,0.03,-3.49,-3.37,0.26,1
421,FTMUSDT,1000BTTUSDT,0.02,-3.67,-3.37,404.52,1
545,REQUSDT,STGUSDT,0.02,-3.65,-3.37,0.23,1
1125,USDCUSDT,RNDRUSDT,0.04,-3.44,-3.37,2.03,1
